text,class_simple,sent_score
the staff is friendly.,,
the store hardly have any items n it.,,
most of the time when u  go n2 the store it looks like it's being closed.,,
it would be great if it was stocked regularly.,,
in what went in to get what i wanted and got out,,
the store was nice.,,
i guess the shelves we're kind of empty because of mother's day yesterday and people cooking out.,,
but overall the store is very nice,,
has the essentials.,,
not alot of fruit and veg.,,
i like aldis better,,
love to go to this store great deals all the time,,
all ways out of stock on sale items like today.,,
oh the truck is on the way well dagg then,,
i found going to this save-a-lot has saved me more money ain't going to any safeway or giant.,,
whenever i go in there i can find everything that i would buy and either store.,,
i have one thing that i can say that has got me a little upset and â€¦,,
not enough cashiers,,
this store it's big but it doesn't have a variety of products.,,
the shelves are empty,,
love this store especially the big coffee creamer by american choice and the chocolate one need to restock,,
it's convenient for you for shoppers.,,
quite accessible in prices.,,
best prices and place ever,,
the staff are very helpful with people who are physically challenged with bagging their groceries.,,
and also reaching unreachable items,,
they have great prices but they need more help i was on line for 25 minutes,,
cheap for the bucks,,
but its the only store in the immediate area.,,
great place of shopping.,,
they got everything we need at home.,,
nice friendly most of the time they get you in and out  ðÿ‘ ðÿ‘ up,,
convenient,,
not enough check out lines open.,,
good prices on certain stuff,,
store was empty no stock in the most places empty are they closing down,,
nothing amazing just good customer service,,
not guite an aldi's but good for basics.,,
meats are at reasonable prices n  steaks are cut right.,,
it was nice and i felt comfortable.,,
very reasonable prices!,,
!ðÿ¤©ðÿ¤©,,
did not find everything on my shopping list.,,
good prices  and very nice and polite employees.,,
i go here alot because it's close.,,
they have the basics.,,
no complaints.,,
had most products i needed and had a faster check out than other locations of save a lot,,
a lot better then i expected.,,
this is my favorite store.,,
no others beat the price.,,
if you'll single.,,
and very reasonable,,
friendly fast,,
i go to this store for fruits and vegetables.,,
the people are very friendly.,,
i work for shoppers.,,
yet i do the majority of my shopping at save-a-lot,,
most things were out of stock,,
love it best way to get more for less!,,
cashier was very nice .but line was very long... manager should have help her...,,
i believe you can save-a-lot more at aldis.,,
majority of the time they are not stocked.,,
i have never seen more than 2 registers open even if it's busy,,
good prices on items.,,
especially frozen vegetables,,
i can't stand this store.,,
the safe was very pleasant.,,
i didn't find what i was looking for nor a suitable substitute.,,
geat very convenient,,
have all you need .,,
never have meat.never have food,,
low cost.,,
save money,,
low prices and some name brand products.,,
some good items but not a place i would do all my grocery shopping,,
save a lot is good for big families.. i just hope it stays that way..,,
my favorite location.,,
ghetto,,
has few good items in produce you can buy,,
cheap prices more for your money,,
great bargains,,
they have everything a safeway has except for name brand items,,
has all your basic necessities.,,
you can find some good deals in here as well.,,
there is a lot of off brand things but they do have some name brands.,,
some are just as good as the name brand if not better.,,
they generally only have 1 or 2 cashier's working though so sometimes the lines can get back up,,
nice variety of choices at a great value price.,,
very good prices on certain things...,,
it's a small place some items are really good prices and mostly produce is good price to shop here.,,
it is a discount food store.,,
and that's exactly what you do in there you save a lot but you buy a lot they have all sorts of stuff in that even furniture house with home with speakers all kind of stuff going to check it out,,
but the customer service is kinda like they don't like their jobs and they're only doing it for the paycheck.,,
ðÿ˜,,
good prices for families shopping for the low,,
my go-to shopping spot.,,
it had what i needed.,,
no complaints,,
the best prices for groceries.,,
at times they need some help at the checkout,,
on december26th i went tothe sav a lot store located @ 514 rhode island ave. n.e.,,
washington d.c. store#8044.i felt discriminated against.,,
asipaid for my merchandise at the register.,,
i was .10 cents short and the customer behind me a dollar â€¦,,
love the prices,,
i like shopping at this grocery store.,,
good prices get what you need happy or sad cashier no matter what you feel you just wanna hug them and kiss them for keeping this blessed place open!!,,
hands down!!,,
i'm a fan!,,
it was good,,
i found what i was looking for.,,
thanks,,
shopping here saves a great deal of money.,,
almost everything here that isnt name brand taste like its pricey counterparts.,,
same goes for the meats.,,
only gripe is they stopped â€¦,,
this store has the worst customer service skills.,,
the store manager micheal is rude and very unprofessional.,,
the managers has no respect for the customers shopping.,,
it good supermarket.,,
it has different kinds of foodstuffs.,,
lashawn my cashier was very pleasant.,,
i like going through her line.,,
the meat guys are the best and keep it fully stocked.,,
cheap deals,,
the cashier gave me the receipt.,,
threw a bag into my shopping cart.,,
pushed my car away.,,
and so on.,,
great prices for groceries.,,
but that can be expected considering how much one paid.,,
i love the prices for meats and products.,,
a great place to shop.if you're on a fixed income.,,
produce is inexpensive.,,
love this store.,,
i go outta my way just 2 go here.,,
nice service.,,
reasonable prices and not to shabby customer service,,
cannot take cart to car so you have to walk to car &drive to front of store to load groceries.,,
needs more and better meats,,
mostly an affordable selection of off-brand packaged foods.,,
small produce selection.,,
inventory can be inconsistent.,,
but the basics are usually available.,,
otherwise great for basic needs,,
has most of the little (and some big) stuff i need.,,
quite convenient and competitive pricing.,,
worthwhile to stop and shop here,,
its good places,,
there is absolutely nothing in this place and expensive,,
they have what you need and want.,,
even murry stesk house food,,
i really love the prices and selection,,
love shopping there nice customer service.,,
great service for great price,,
the product and prices are good.,,
they have alot of  low prices s..,,
horrible experience they got rat's in the back.,,
customer service management is horrible basically the store is all around dirty.,,
i like the prices.,,
the professionalism of the workers,,
the store had everything i needed.,,
the lines weren't long and the cashier was nice.,,
i like the warn visit even thou my time there,,
follow me around everytime i come in the store .,,
it was really affordable when it was a murry save-a lot.,,
ever since the store changed ownership.,,
their prices went up!,,
i love save-a-lot price,,
great customer service and great deals,,
it's never a long wait in line,,
this is a great place ðÿ‘,,
