other_loc_name,other_loc_address
하나주차장,"South Korea, Gyeongsangnam-do, Seongsan-gu, Sangnam-dong, 14-2"
The Fisherman's Wife Whitby,"Khyber Pass, Whitby YO21 3PZ, United Kingdom"
Godiva,"Mall of the Emirates, Level 1, Unit Noo3 - Al Barsha Rd - Dubai"
Aldi,"Carrer de Numància, 88, 08029 Barcelona, Spain"
Estación de Servicio Cepsa Cuadrejón I,"AP-4, Km. 70, 11407 Jerez de la Frontera, Cádiz, Spain"
Lifco,"G floor,Zabeel Tower - Sheikh Zayed Rd - Dubai"
Guzel Restaurant,"Saqiyah Ave, Manama, Bahrain"
Bettys Café Tea Rooms,"1 Parliament St, Harrogate HG1 2QU, United Kingdom"
Hotel Roc Lago Rojo,"Calle Miami, 5, 29620 Torremolinos, Málaga, Spain"
The Canvas Hotel Dubai - MGallery,23 Kuwait St - Dubai
My Tailor & Little Things - Marina Walk,"Shop R11B - Marinascape Tower, Marina Walk - Dubai"
The Royal Castle in Warsaw,"plac Zamkowy 4, 00-277 Warszawa, Poland"
MODERN EXECUTIVE SYSTEMS CONTRACTING.LLC,Al Qusais Industrial Area - 3 Amman St - Dubai
Hili Oasis واحة الهيلي,Unnamed Road - Abu Dhabi
مطعم الروان,"Najaf, Iraq"
Sky Tower,95 Sheikh Zayed Rd - Dubai
TANOS HOUSE BUILDINGS MATERIAL TRADING,67 San'a Road - Dubai
Seven Stores,"Amman, Jordan"
Laspinas (Main Shop-Al Quoz) Building Materials Trading,"First Al Khail St Jamal Al Gurair Building, Warehouse #07 Block F, Plot #368-448 - Dubai"
Marina Home Interiors,"Level 1,Abu Dhabi Mall 10th Street - Abu Dhabi"
Qubaa 1 Residential Complex,43 89C Street - Dubai
Café Zouk,"43 L, COMPLEX PLAZA، MM Alam Rd, Block L Gulberg 2, Lahore, Punjab 54000, Pakistan"
Westside,"4/478-C Chandanayazhikam Arcade Vadakkevilla, PO, Madannada, Kollam, Kerala 691010, India"
Bayside Restaurant & Terrace,Marasi Dr - Dubai
Bangla Food Street,"Pa Tong, Kathu District, Phuket 83150, Thailand"
Ushna,"Souq Madinat Jumeriah, Shop No. 21 - أبو ظبي"
Costa Coffee-Daman Health Headquarter,Finance House - Abu Dhabi
New City Market,"Tiberias, Israel"
Hook & Cook Seafood Restaurant,"The Pointe, Palm Jumeira, FA23 - Dubai"
Ananta,"Level 2, The Oberoi Dubai,Al Aamal Street,Business Bay - Dubai"
Nuwaisib Rest Stop (Rahal),"King Fahad Bin Abdul Aziz Rd, Kuwait"
Cornwall Park,"Green Lane West, Epsom, Auckland 1051, New Zealand"
Turnul Negru,"Brașov, Romania"
Bar Mimosa Di Ritondale Maurizio,"Viale Kennedy, 4, 18013 Diano Marina IM, Italy"
Tabeer Tours,"1802, Musallah Tower ,Bur Dubai، Near AI Fahidi Metro Station - Dubai"
Manar Al Huda Hotel فندق منار الهدى,"Al Hajlah, Mecca 24231 4028, Saudi Arabia"
مسجد بلال,3875، الوشحاء، الطائف 26516 Saudi Arabia
eXtra,"Al Faysaliyah, Dammam 32272, Saudi Arabia"
Hadiqat Al Madina Super Market - warehouse,24°59'12. 55°09'25. - 9 6 St - Dubai
Arch of Augustus,"Corso d'Augusto, 47923 Rimini RN, Italy"
Whole Foods Market,"305-311 Lavender Hill, London SW11 1LN, United Kingdom"
TOURIST VILLAGE COLOMBO,"Via Marchese Maglioni, 47b, 17051 Marina SV, Italy"
Carrefour,"Dolmen City Mall، Sea View Rd, Karachi, 75600, Pakistan"
Saga Veneers Al Quoz,152 318th Rd - Dubai
Permatech Water Treatment Equipment Trading LLC,"Damascus Street, Al Qusais Industrial Area 2 Building 23, Ground Floor, Shop 2&3 - Dubai"
International Commercial Centre,"6 Main St, Gibraltar GX11 1AA, Gibraltar"
Nando's,"Mall 2, Plot No. 6، Kohinoor City, Faisalabad, Punjab 38000, Pakistan"
SM Markets,"SM Corporate Offices Bldg. E Mall of Asia Complex, J.W. Diokno Blvd, Pasay, 1308 Metro Manila, Philippines"
Zait & Zatar - Sweifieh,"Naqib Omran Al-Maayetah St., Amman, Jordan"
Gapuma (UK) Ltd,"8 Kew Bridge Rd, Brentford TW8 0HS, United Kingdom"
Restaurant Christian,"Laan van Nieuw Oost-Indië 1F, 2593 BH Den Haag, Netherlands"
Green Bear,"Smolna 4 (wjazd od ul, Leona Kruczkowskiego, 00-375 Warszawa, Poland"
football Eext,"Jan Oostingweg 4A, 9463 RS Eext, Netherlands"
Like View Restaurant,Dubai
Tex Bites,"710 High Rd Leytonstone, Leytonstone, London E11 3AJ, United Kingdom"
Three Brothers Burgers,"Welsh Back, Bristol BS1 4SB, United Kingdom"
Sister's Bridal Shop,"Plot 83/85, Park Royal Shopping Arcade Kampala Road, Kampala, Uganda"
jeevanam farmers club,"Thadampattuthazham, Kozhikode, Kerala 673010, India"
Affordables - Satwa,Shop No. 6 opp. al hanna centre jafiliyah Mankhool St - Dubai
Casa de la Fortuna,"Plaza de Risueño, 14, 30202 Cartagena, Murcia, Spain"
Tilal Liwa Hotel,Al-Gharbiya - Abu Dhabi
Jamie's Italian,"Harbour Centre, Level 4 Ocean Centre, Shop 412, Tsim Sha Tsui, Hong Kong"
Sama,"شارع ألسيد البطاط، Najaf, Iraq"
Ibn Battuta Gate,Dubai
Bambino ristorante&pizzeria,"Blagoja Parovića 102, Beograd 11139, Serbia"
Assam State Zoo Cum Botanical Garden,"RG Baruah Rd, Ambikagirinagar, Guwahati, Assam 781005, India"
فندق الرشيد,"Baghdad, Iraq"
The Loft Uluwatu,"Jl. Labuan sait No.52, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia"
Caribou Coffee,Street 7 Arno Building - Dubai
Herfy,"7421 Eastern Ring Branch Rd, Ar Rawdah, Riyadh 13213 2077, Saudi Arabia"
Kurortnyy Park,"Morshyn, Lviv Oblast, Ukraine, 82482"
Chef's House,King Salman Bin Abdulaziz Al Saud St - Dubai
Sahara Meadows 1,Dubai
Lungomare,"Viale Trieste, 2, 63074 San Benedetto del Tronto AP, Italy"
IrToya,"Tehran Province, Tehran, District 2, سعادت آباد، چهار راه سرو، بلوار پاکنژاد، نبش آسمان 2 شرقی، پلاک 1، East 2nd Aseman Street, Iran"
Taza,Sharjah
1762 The Gourmet Deli Co.,"#04, Ground Floor, The Galleries Building، Near UAE Exchange Metro Station, Jebel Ali - Dubai"
Sabuj Hotel and Restaurant,"তেলিপাট্টি সড়ক, Chittagong 4203, Bangladesh"
Absar,"4442 King Abdul Aziz Branch Rd, 7132, Riyadh 12252 4442, Saudi Arabia"
Zuccotti Park,"New York, NY 10006, United States"
McDonald's,"Ronda de Dalt, 18, salida 13, 08950 Vic, Barcelona, Spain"
Kian Hotel,"Boshrouyeh, South Khorasan، Iran"
STAR CAPITAL DEFENSE CONTRACTING,Unnamed Road - Abu Dhabi
McDonald's,"Vikhemsvägen 5, 241 38 Eslöv, Sweden"
EMS PhilPost,"CMEC, Domestic Rd, Pasay, 1300 Kalakhang Maynila, Philippines"
Shanghai Marriott Hotel City Centre,"555 Xizang Middle Rd, Huangpu, Shanghai, China, 200003"
Al Muthana Complex,"Kuwait City, Kuwait"
Paris Gallery,Sheikh zayed road - Dubai
Lootah Perfumes - Jumeirah Center,Jumeirah Centre - Jumeirah St - Dubai
Domino's Pizza,"boulevard „Aleksandar S. Pushkin“ 38, 1000 Pavlovo, Sofia, Bulgaria"
Othaim Minimarket,"5232 Al-Imam Ahmad Bin Hanbal St, الريان، Riyadh 14212, Saudi Arabia"
Al Fara'a Group,دلما - Abu Dhabi
Al Ain Oasis,Hessa bint Mohamed St - Abu Dhabi
Australian Veterinary Hospital,"St. 12 Opposite Al Forsan, Khalifa City A - Abu Dhabi"
Alkimya,"Av. Frei Heitor Pinto N 1, 6200-113 Covilhã, Portugal"
Akashlina Cottage,Bangladesh
Starbucks,"Al Manar, Dammam 32274, Saudi Arabia"
Shaurya,"G O Square Building, Near Croma Building, Kaspate Corner, Wakad, Kaspate Wasti, Wakad, Pune, Maharashtra 411057, India"
"Shri Rang Ji Temple, Vrindavan","Rangnath mandir, Goda Vihar, Vrindavan, Uttar Pradesh 281121, India"
Roman Lounge,Caesars Palace - Dubai
Stories - Global Home Concepts,"Airport By Pass Road, Mankave Pantheerankave Road, Bypass Junction, Kozhikode, Kerala 673019, India"
Samode Haveli,"Jorawar Singh Gate, Gangapole Road Near, Gangapole, Jaipur, Rajasthan 302002, India"
ALDI,"18 Heybridge Way, Leyton, London E10 7NQ, United Kingdom"
Hotel Nerja Club & Spa,"Avenida de Pescia, 29780 Nerja, Spain"
Tourist Office of Benalmádena,"Av. Antonio Machado, 10, 29631 Benalmádena, Málaga, Spain"
مسجد محله میرزاها,"Manshad, Yazd Province, Iran"
Rojano's in the Square,"9 Mill Square, Padstow PL28 8AE, United Kingdom"
La Vida Suite,"Beirut, Lebanon"
Shawarma Alsag Cafeteria,46 2nd St - Dubai
Maison Istanbul,"5106 Jean Talon St E, St. Leonard, Quebec H1S 1K7, Canada"
Dhow Wharfage,90 Baniyas Rd - Dubai
Z Executive,"Strada Ion Nistor 4, București 030041, Romania"
Horsh Ehden Nature Reserve,Nabeh Jouiit Road، Lebanon
Royal Pavilion by Qasr Al Sarab,1 Qasr Al Sarab Road - Abu Dhabi
Ciucaș,"Tărlungeni 507220, Romania"
Richards Park,"Richards Town, Bengaluru, Karnataka 560005, India"
The Westin New York Grand Central,"212 E 42nd St, New York, NY 10017, United States"
Buddy Guy's Legends,"700 S Wabash Ave, Chicago, IL 60605, United States"
Dve Palochki,"Nevsky Ave, 22, St Petersburg, Russia, 191186"
Hilton Garden Inn Palm Beach Gardens,"3505 Kyoto Gardens Dr, Palm Beach Gardens, FL 33410, United States"
ALFALARMES TECNOLOGIA,"R. Alcebíades Plaisant, 580 - Água Verde, Curitiba - PR, 80620-270, Brazil"
Camera Exchange,"6635 San Pedro Ave, San Antonio, TX 78216, United States"
Panaceite Bulevar,"Plaza Jaén Por la Paz, 5, 23008 Jaén, Spain"
Ilha das Flores,"R. Curumins, 5 - Cidade Jardim, São Paulo - SP, 05672-010, Brazil"
Sa7Se7 (Dam & Farez),"Tripoli, Lebanon"
Albaik,"King Abdulaziz Rd, As Sadah, Buraydah 52361, Saudi Arabia"
Long Beach,"Ao Nang, Mueang Krabi District, Krabi 81000, Thailand"
Amwag Cafe,"شارع التاميم، بور فؤاد،، Port Said Governorate, Egypt"
Ufficio I.A.T. di Vicoforte,"Piazza Carlo Emanuele Ⅰ, 37, 12080 Vicoforte CN, Italy"
Loetje in De Pijp,"Ferdinand Bolstraat 188A, 1072 LV Amsterdam, Netherlands"
Feras Sweets,Street 1 D591 - Dubai
Al Zaitoon Restaurant,Persia N12 - Dubai
Sarabeth's Central Park South,"40 Central Park S, New York, NY 10021, United States"
Texas Roadhouse,Dubai
Shaklan Hypermarket International City Branch,"K9, Greece Cluster - Dubai"
Four Seasons Hotel Doha,"The Corniche, Doha, Qatar"
Bee Mart Supermarket,Fujairah
Sportium,"1939 F X Sabourin, Saint-Hubert, Quebec J3Z 0B3, Canada"
South Pointe Beach,"1 Washington Ave, Miami Beach, FL 33139, United States"
China Mall,Unnamed Road - Ajman
Singapore Marriott Tang Plaza Hotel,"320 Orchard Rd, Singapore 238865"
Eden Plaza,Seychelles
Chestertons South Kensington,"44-48 Old Brompton Rd, South Kensington, London SW7 3DY, United Kingdom"
EMKA House,"Bombo Rd, Kampala, Uganda"
La Tahona,"Matia Kalea, 5, 20008 Donostia, Gipuzkoa, Spain"
Pomunoki cafe Namba-nannan,"なんなんタウン 10号 5 Chome Nanba, Chuo Ward, Osaka, 542-0076, Japan"
Nissan Al Wahda Showroom - Arabian Automobiles,Al Wahda St - Sharjah
Centrepoint,Mirdif City Centre - Dubai
Imperfecto,"Shop No 341, 342 Gardens Galleria Mall, Sector 38, Noida, Uttar Pradesh 201301, India"
dm-drogerie markt,"Große Bergstraße 152-162, 22767 Hamburg, Germany"
International Plaza and Bay Street,"2223 N Westshore Blvd, Tampa, FL 33607, United States"
The Shard,"32 London Bridge St, London SE1 9SG, United Kingdom"
cocamela manfacturers and fillers,"Amman, Jordan"
El Tiburón Hotel Boutique & Spa,"Calle los Nidos, 7, 29620 Torremolinos, Málaga, Spain"
The Medieval Castle of Larnaka,"Larnaca Fort, Piale Pasa, Larnaca, Cyprus"
Mushrif Mall,شارع الخليج العربي - Abu Dhabi
EMR Ansari Marriage Hall,"SH 9, Panruti, Tamil Nadu 607106, India"
Being Human Clothing,"G-1, 22/3 South Tukoganj, Tulsi Tower Geeta Bhavan Square, Madhya Pradesh 452001, India"
Hotel Boss,"500 Jln Sultan, #01-01, Singapore 199020"
Döner Express,"Platanenallee 1, 59425 Unna, Germany"
Victoria's Secret,"Dubai Marina Mall, Sheikh Zayed Rd - Dubai"
vemulawada - hara hara maha deva,"Vemulawada, Telangana 505302, India"
Afamia Car Rentals - JLT Dubai,"1805, Jumeirah Business Center 2 (JBC 2), Jumeirah lake Towers (JLT) - Cluster V - Dubai"
Brotzeit German Bakery,"346 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand"
Brazilian Coffee Stores,"شارع النبي دانيال، Al Mesallah Sharq, Al Attarin, Alexandria Governorate, Egypt"
Regency Palace Amman,"Q. Aliaa St., Amman, Jordan"
Main Building - AUS,"Main Building, American University of Sharjah, University City - Sharjah"
RC MARUTI HIGH SCHOOLsamemshak,"Subhash Nagar, Andheri East, Mumbai, Maharashtra 400093, India"
Faro Channelside Bar & Restaurant,"Kellosaarenranta 2, 00180 Helsinki, Finland"
TOTAL BULINDO SERVICE STATION,"Bulindo, Mulawa Road, Kampala, Uganda"
Chefbuffet,"Calle Magistral González Francés, 13, 14003 Córdoba, Spain"
진주횟집,"South Korea, Busan, Nam-gu, Yongho 2(i)-dong, 산212-2"
Gillray's Steakhouse & Bar,"County Hall, Westminster Bridge Rd, Lambeth, London SE1 7PB, United Kingdom"
OFF Piotrkowska,"Piotrkowska 138/140, 90-062 Łódź, Poland"
Aist,"Malaya Bronnaya St, 8/1, Moscow, Московская обл., Russia, 123104"
"Honda In Novosibirsk, Dealer Center","2-Ya Novosibirskaya Ulitsa, 8, Yekaterinburg, Sverdlovsk Oblast, Russia, 620103"
Eco Park Restaurant,"Cherukunnuthara Vellikkeel Shortcut, Kerala 670301, India"
Nell Gwynne English Pub,Marina Byblos Hotel - Dubai
Dusit Thani Pattaya,"หมู่ที่ 5 240/2 Beach Rd, Bang Lamung District, Chon Buri 20150, Thailand"
Harvey Norman Millenia Walk Flagship Store,"No. 9 Raffles Boulevard, #01-59 to 63, Millenia Walk, Singapore 039596"
Al Bukhari Restaurant,"6878 Al Jamiah, Ath Thaghr District, Jeddah 22338 5459, Saudi Arabia"
Monsieur Poule,"8 Avenue d'Andromède, 31700 Blagnac, France"
Happy Trip,25 Al Rigga Rd - Dubai
Pizza Hut,"160 Marine Corps Dr E, Dededo, 96929, Guam"
Air Arabia Group HQ,"Building A1, Next to Cargo Entrance, Sharjah International Airport - Sharjah"
SFC Plus (Southern Fried Chicken),Safestway - Dubai
18½ Steakhouse 御殿場,"Japan, 〒412-0023 Shizuoka, Gotemba, Fukasawa, 1312 御殿場プレミアム・アウトレット East, Zone 2060"
Umm Suqeim 1 Park 2,82 21 C St - Dubai
"ADCB, Sharjah Main Branch",Near Sharjah Central Post Office - Ibrahim Mohammed Al Medfa'a St - Sharjah
Hardee's,"M.M. Alam Road, 99, B 2 Gulberg, Block B 2 Gulberg III, Lahore, Punjab, Pakistan"
Careem Opportunity Centre E.Enterprises,"Block 10-A Block 10 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan"
MOONSTONE accessories,"Golden Mile Galleria, - Dubai"
고향쌈밥,"South Korea, Gyeongsangnam-do, Gimhae-si, Jangyu-myeon, Beonhwa1-ro 84beon-gil, 12"
The Westin Doha Hotel & Spa,"Salwa Road Fereej Bin Mahmoud, Doha, Qatar"
Taverna Athos,"Hanewald 9, 15230 Frankfurt (Oder), Germany"
SAS Automotive Services - Authorized Toyota Dealer,بجانب معرض بغداد الدولي - مقابل بغداد مول شارع الكندي Baghdad 10011، Iraq
Barclay Villas,"Residential Area-Gated Community, Pulikillam W Rd, Kakkanad West, Chembumukku, Edappally, Kochi, Kerala 682030, India"
La Perla,"Zygmunta Starego 23, 44-100 Gliwice, Poland"
Alma,"Esik, Kazakhstan"
2 Promile Restaurant Café Bar,"Puchmajerova 1919/8, 702 00 Moravská Ostrava a Přívoz, Czechia"
Ananda Bhavan Vegetarian (Syed Alwi),"95 Syed Alwi Rd, Singapore 207671"
Ravindra Beach Resort & Spa,"246 หมู่ที่ 4 Sukhumvit Rd, Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand"
Jabbour Restaurant,Dubai - Botique 7 hotel - Dubai
Nando's Motor City,Ribbon Mall - Dubai
Best Western Falck Village Hotel,"Viale Italia, 598, 20099 Sesto San Giovanni MI, Italy"
Mithatpaşa kahve saati,"Yeni, Dr. Alaaettin Aslan Cd. No:31, 47520 Midyat/Mardin, Turkey"
Al Nashwa Textile&tailoring,Sharjah
Luigi,"Centre Commercial Mahaj Riad, Mag 35 Et 37 _ Hay Ryad, Rabat 10000, Morocco"
Salem Dairy,"South Khorasan, Boshrouyeh, بشرویه، خراسان جنوبی خیابان شیرازی غربی, Iran"
Green Walk Ways,"Rajendra Nagar Rd, Agricultural Research Institute Quarters, Rajendranagar mandal, Hyderabad, Telangana 500030, India"
Ibiza Puerto,"Avinguda de Santa Eulària des Riu, 17, 07800 Eivissa, Illes Balears, Spain"
ENOC,"Warsan 3، After Dubai Corporation for Ambulance Services، Dubai Hatta Rd, E 44 - Dubai"
Qasr Al Jabal,Dubai
ADNOC Service Station,E 99 شاطئ - Fujairah
KFC,"Unit No 08 & 09, Kumar Pacific Mall CTS No 42 & 43, Shankar Sheth Rd, Gultekdi, Pune, Maharashtra 411037, India"
Eastern Mangroves Promenade,"Hotel & Spa by Anantara - Al Salam Street,Sheikh Zayed Street,Eastern Mangroves Near - Abu Dhabi"
Ponnusamy Restaurant,225 Damascus Street - Dubai
Grill Aleksandar,"11040, Resavska 78, Beograd, Serbia"
Al Hamriya Shopping Centre,Abu Hail Road - Dubai
Savannah Tours by Old Town Trolley,"234 Martin Luther King Jr Blvd, Savannah, GA 31401, United States"
Fazal-e-Haq Dera,"Sattar Complex, Stadium Rd, Sahiwal, Sahiwal District, Punjab 57000, Pakistan"
Dive The Med Club,"San Stephano Resort Marina، San Stephano Resort Sea Road, Batroun، Batroun, Lebanon"
Restauracja McDonald's,"Aleja Wojska Polskiego 120, 62-800 Kalisz, Poland"
En Vogue Beauty Center,The Walk - Dubai
Neferiti Jewellery LLC,Al Rigga Rd - Dubai
Royal Furnitures,"Kodakara, Kerala 680684, India"
Guess,"Yenişehir, Dedepaşa Cd., Kurtköy Viaport AVM No:19 D:C3-05, 34912 Pendik/İstanbul, Turkey"
Sur Beach Hotel,"Sur, Oman"
Kuchnia Partyzancka,"Topolowa, 05-830 Strzeniówka, Poland"
Xiangshan Trail,"Alley 342, Lane 150, Section 5, Xinyi Road, Xinyi District, Taipei City, Taiwan 110"
حديقة و ممشى المليون بالمحالة,"طريق المحالة،، Abha 62569, Saudi Arabia"
De Bijenkorf,"Coolsingel 105, 3012 AG Rotterdam, Netherlands"
Seoul Garden Restaurant,"Zabeel Road Al Karama 27th St, Zomorodah bldg, G Floor"
FiLLi Select,"Shop 19, Wharf, La Mer - Dubai"
Luigi,"Sderot Shai Agnon 35, Jerusalem, Israel"
Chaayem kadeem,"Vellayil, Kozhikode, Kerala 673032, India"
فيزيو تريو,"Al Barjuni, Riyadh 13213, Saudi Arabia"
Faculty Of Agriculture,"Latakia, Syria"
McDonald's,"Buitensingel 50, 3920 Lommel, Belgium"
Palma Beach Resort and Spa,Sheikh Ahmed Bin Rashid Al Mualla Road - Umm Al Quawain
حلاق سما,"Ubadah Ibn Alsamit, Riyadh 13211, Saudi Arabia"
Van Graaf,"Václavské nám. 17, 110 00 Nové Město, Czechia"
Janet Edwards Florist,"Arlington Parade, 6 Brixton Hill, Brixton, London SW2 1RH, United Kingdom"
الصاج الريفي,"Abu Bakr Siddique Road، Al Nuzha, Riyadh 12462, Saudi Arabia"
Tarihi Sarıyer Börekçisi,"Merkez, Yeni Mahalle Cd No:28, 34450 Sarıyer/İstanbul, Turkey"
Khyber Gate Restaurant,"Ground Level, Q 09 Building - Dubai"
Billo - Qusais,"Shop #3, Building #25, Damascus Street, Al Qusais Industrial Area - Dubai"
Okhla Vihar,"Jamia Nagar, Okhla, New Delhi, Delhi 110025, India"
Pablo Escobar - Cóctel Y Cocina,"Jounieh, Lebanon"
TDIC HQ,Abu Dhabi
Gulf Pastry,Bain Al Jessrain - Abu Dhabi
جيلاتي الصعيدي,"18 El-Gaish Rd, As Sayalah Sharq, Qesm Al Gomrok, Alexandria Governorate, Egypt"
Tri Murti Hall,"D-50,51, Link Rd, Anandnagar Society, Ambika Nagar, Narayan Nagar 4, Rang Varsha Society, Bharuch, Gujarat 392001, India"
Marco,"Largo Santos 14D, 1200-109 Lisboa, Portugal"
Sabaidee Thai Restaurant,Street 6، Kuwait
Zatareno,"7856 ابي بكر الصديق، An Nafal, Riyadh 13312 4145, Saudi Arabia"
PARADISE PERFECT,"DOOR NO:136D, 136F, Welbeck Rd, Fern Hill, Ooty, Tamil Nadu 643001, India"
TK Maxx,"Kröpeliner Str. 84, 18055 Rostock, Germany"
Indian Oil Petrol Bunk,"Asif Nagar Rd, Indira Nagar, Asif Nagar, Hyderabad, Telangana 500028, India"
Athens Divers Club,"49th Km Leoforos Athinon Souniou, Agios Nikolaos, Anavissos, Αθήνα 190 13, Greece"
Watanya Gas Station,"طريق النفق، Hurgada - Al Ismaileya, Egypt"
Cardamomo Tablao Flamenco,"Calle de Echegaray, 15, 28014 Madrid, Spain"
Havana Café,"11 Quai de Rive Neuve, 13001 Marseille, France"
OYO 274 Kotee Home,"Lakeside Rd, Pokhara 33700, Nepal"
French Fries Love,"Mamdouh Al-Sarayrah St, Amman, Jordan"
Starbucks Coffee,"UKN Miraya Rose, Whitefield Rd, Palm Meadows, Siddapura, Whitefield, Bengaluru, Karnataka 122009, India"
أسواق الموكيت سوق طيبة,"King Fahd, Riyadh 12261, Saudi Arabia"
Red Cow 50th & France,"3624 W 50th St, Minneapolis, MN 55410, United States"
Fatima Restaurant,"شارع أمير طلال، حي مدينة العمال، Madinat Al Umal, Dammam 32253, Saudi Arabia"
Fathima Shopping Center,"GMC Hospital - Makka Rd,E 11 ,Ajman Industrial Area,, Opp - Ajman"
Ho Dental Office Binondo,"Unit 703B, Pacific Centre, 7th Floor,, 460 Quintin Paredes Road, Binondo, Manila, 1006 Metro Manila, Philippines"
Maçka Sanat Parkı,"Harbiye, Gümüş Sk. No:7, 34367 Şişli/İstanbul, Turkey"
Café Oven Vande,"Overgaden Oven Vandet 44, 1415 København, Denmark"
Sarhad Restaurant,Abu Dhabi
Salsabil Hotel by Warwick,"King Abdullah Rd, An Naseem, حي, Jeddah 23233, Saudi Arabia"
Sumo Sushi & Bento,"Doha Festival City, Doha, Qatar"
Raja Market,"353, Avenue Rd, Near-Raja Market, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India"
Ichhra Bazar,"Zaildar Road, Ichhra Lahore, Punjab 54000, Pakistan"
Hi-Save Super Market,"Namugongo Road, Kampala, Uganda"
Beit El Maadi El Hady,"55 ش 263، Ezbet Fahmy, Maadi, Cairo Governorate, Egypt"
Budapest Music Center,"Budapest, Mátyás u. 8, 1093 Hungary"
Språkcaféet,"Esperantoplatsen 7-9, 411 19 Göteborg, Sweden"
State Bank of India - Mattakkara,"HFC Buidings, Ayarkunnam-Mattakkara-Akalakunnam Rd, Mattakkara, Kerala 686564, India"
